CustomerID,CustomerName,CustomerEmail,Phone,City,Country,SupplierID,SupplierName,ProductID,ProductName,Category,EmployeeID,EmployeeName,SalesOrderID,PurchaseOrderID,InventoryID,PaymentID,ShipmentID,ReturnID,OrderDate,Quantity,UnitPrice,Discount,PaymentMethod,PaymentStatus,ShipmentStatus,Warehouse
1422.0, Stephen Davis ,mwallerexample.org,,Islamabad ,UAE,668.0,,2173.0,,Electronics,118.0,Marc Combs,10995.0,21976.0,30860.0,,50397.0,61351.0,2027-03-30,-2.0,4496.98,5.0,Online,Cancelled,Completed,Warehouse B
,MARK BRYANT,invalid_email,,,Pakistan,666.0,,2007.0,Watch,IT,139.0,,10258.0,20000.0,30606.0,40890.0,52743.0,62979.0,,,,5.0,Online,Completed,Pending,Warehouse B
1063.0, Amanda Torres ,,,Qetta,,572.0,Ballard PLC Ltd,2392.0,MRS,Food,125.0,Erik Lee,11640.0,21498.0,31191.0,41324.0,50324.0,62419.0,,10.0,261.71,10.0,Card,Cancelled,Completed,
,jamie moore,IAN36@EXAMPLE.ORG,+927806207159,Karachi,,594.0,,2109.0,Fill,Medical,145.0,Amanda Chandler,10447.0,20444.0,30234.0,41597.0,51435.0,61573.0,,-7.0,,20.0,Cheque,Pending,Pending,
1495.0, Angela Williams ,,,Islamabad ,pakistan,648.0,,2006.0,LIVE,Medical,171.0,MICHELLE SMITH,12069.0,21940.0,32918.0,41759.0,52215.0,62244.0,2025-01-01,,,,Card,Cancelled,Completed,
1053.0,MATTHEW PRICE,ysellers@example.org,001-581-307-4883x4472,Peshawar,U.A.E,637.0,Stewart-Fitzgerald Ltd,2090.0,MISS,Furniture,120.0,Mr. Thomas Christian MD,10119.0,21986.0,32109.0,40475.0,50290.0,60963.0,2026-11-06,,,15.0,Online,Processing,Completed,
1475.0,,,+921337644897,,PAKISTAN,593.0,,2402.0,,Medical,134.0,Colleen Parker,12305.0,22490.0,30224.0,41128.0,52478.0,62588.0,,44.0,3555.23,10.0,Online,Cancelled,Processing,
1026.0,jesse wiggins,VFISHER@EXAMPLE.NET,,Lahore,U.A.E,574.0,"Haynes, Mason and Malone Ltd",2177.0,,Office,132.0,William Martin,12606.0,22751.0,31255.0,41070.0,50187.0,62180.0,2025-11-20,-9.0,,15.0,Card,Cancelled,Processing,Warehouse A
1223.0,TINA BANKS,tdavidson@example.net,12345,Karachi,Pakistan,575.0,,2230.0,Nation,Furniture,,Eric Jones,10382.0,21365.0,30119.0,42171.0,51105.0,60604.0,,-5.0,366.71,20.0,Online,Processing,Completed,Warehouse A
1292.0,,nicoleadamsexample.org,+924562211423,Peshawar,PAKISTAN,618.0,Harris-Jones,2169.0,Check,Office,180.0,EDUARDO HOUSE,12834.0,22407.0,32295.0,41010.0,51509.0,62717.0,2025-05-15,-10.0,289921.58,15.0,Cash,Processing,Processing,
1461.0,, heidipham@example.org ,,Lahore ,UAE,576.0,Shepherd Ltd Ltd,2088.0,,IT,137.0,DAVID BENJAMIN,11267.0,21001.0,31305.0,,51224.0,62111.0,2027-07-27,,2861.7,5.0,Card,Cancelled,Processing,Warehouse B
1050.0,Lauren Mckenzie,dawnjohnsonexample.com,4339527506,Islamabad,Pakstan,632.0,,2329.0,ENOUGH,Fashion,149.0,JONATHAN HARRISON,11187.0,22490.0,32213.0,41380.0,50223.0,60082.0,2027-03-29,-4.0,3482.4,5.0,Cheque,Pending,Cancelled,
1462.0,Julie Ferguson,,12345,Peshwar,,563.0,,2403.0,,Medical,147.0,,,22588.0,31515.0,41609.0,50522.0,60154.0,,,212903.36,20.0,Bank Transfer,Processing,Completed,
1472.0,,invalid_email,+928310342651,karachi,Saudi Arabia,645.0,,2406.0,,Office,143.0,,11576.0,20929.0,31303.0,,51724.0,61634.0,2025-07-04,-1.0,4913.4,5.0,Cash,Pending,Processing,Warehouse A
1190.0,Mr. Robert Jacobs,qnelsonexample.org,12345,Lahore ,Saudi Arabia,,Parsons-Martin Ltd,2298.0,,Fashion,163.0,,12065.0,22008.0,32613.0,42698.0,51929.0,62961.0,2026-11-25,,,15.0,Online,Processing,Processing,Warehouse A
1091.0,Mitchell Jones,acostatara@example.org,12345,,KSA,500.0,,2298.0,KNOW,Electronics,115.0,GREGORY GARCIA,11138.0,22471.0,30293.0,,52925.0,62646.0,2025-11-04,-9.0,398598.61,20.0,Cheque,Cancelled,Cancelled,
1238.0,,gibsonkathryn@example.com,+925712834281,Lahore,pakistan,518.0,,2018.0,,Fashion,118.0,,12002.0,22678.0,30078.0,41930.0,52532.0,60187.0,2025-02-18,32.0,119983.2,5.0,Cash,Pending,Processing,Warehouse C
1401.0, David Martin ,invalid_email,12345,,Saudi Arabia,508.0,Marquez-Morgan Ltd,2259.0,STREET,Electronics,178.0,BRITTANY HARMON,11382.0,22840.0,31351.0,,52071.0,62877.0,2027-04-16,26.0,,10.0,Cash,,Processing,Warehouse A
1065.0, Leah Anthony ,,+925539398352,Quetta,KSA,511.0,,2084.0,BENEFIT,Office,180.0,Jonathan Evans,,21675.0,32764.0,41208.0,50842.0,62490.0,,-6.0,4408.35,0.0,Cheque,,Processing,Warehouse C
1015.0, Sarah Stewart , cpatel@example.net ,,Karachi,KSA,594.0,Garcia PLC Ltd,2395.0,,Food,171.0,,10797.0,21760.0,31719.0,42245.0,50828.0,61205.0,,-3.0,,20.0,Online,Completed,Processing,
1539.0, Stacy Snyder ,,,,United Arab Emirates,641.0,Norton PLC Ltd,2432.0,Science,Furniture,154.0,,11667.0,20824.0,32113.0,40044.0,50018.0,60835.0,2026-12-11,26.0,403207.59,,Cash,Pending,,
1427.0,allen alexander, zachary03@example.net ,12345,karachi,Pakstan,677.0,,2070.0,School,Office,145.0,Mary Jacobs,12472.0,20513.0,30892.0,,51766.0,62957.0,2025-11-26,,,,Online,Pending,Processing,Warehouse B
1564.0, Barbara Russell ,,,,United Arab Emirates,508.0,Carr-Brennan Ltd,2066.0,POLITICS,Medical,179.0,ROBERT JONES,10043.0,22349.0,30078.0,41239.0,,60817.0,,-7.0,,20.0,Card,Processing,Cancelled,Warehouse C
1012.0,KEVIN MOLINA,,,Karachi,Saudi Arabia,563.0,,2348.0,Call,Food,101.0,Jeffery Parks,11855.0,22361.0,31299.0,42235.0,50542.0,61352.0,,-7.0,,20.0,Cash,Processing,Processing,Warehouse B
1083.0,WILLIAM MCINTYRE,sullivanwillieexample.org,+927554407691,Qetta,,553.0,,2409.0,Western,Electronics,143.0,Erik Combs,11209.0,21512.0,32950.0,41255.0,50754.0,60764.0,,-3.0,574.12,15.0,Cheque,Completed,Completed,Warehouse C
,,,12345,Islamabad ,,578.0,,2317.0,Carry,Furniture,168.0,,,21666.0,32825.0,42862.0,50870.0,60648.0,,-9.0,150570.74,0.0,Bank Transfer,Completed,Completed,Warehouse C
1389.0,eric montgomery,QCUEVAS@EXAMPLE.ORG,12345,Lahore,United Arab Emirates,557.0,,,,IT,126.0,,10202.0,22845.0,31519.0,42431.0,51908.0,62945.0,2027-02-20,-3.0,1755.33,20.0,Bank Transfer,Processing,Cancelled,Warehouse C
1341.0,glenda sullivan,EJOHNSON@EXAMPLE.NET,,Peshwar,United Arab Emirates,663.0,,2304.0,His,Office,,,10826.0,21075.0,31158.0,41775.0,51853.0,60687.0,2025-07-25,-3.0,,,Cheque,Cancelled,Cancelled,
1391.0,Jody Wilson MD,greilly@example.net,,,U.A.E,671.0,Hayes-Harrison Ltd,2186.0,,Food,121.0,,11547.0,21968.0,32002.0,41655.0,51879.0,61753.0,,31.0,128948.25,10.0,Cheque,Pending,Pending,Warehouse A
1038.0, George Valentine ,markskelly@example.net,,Karachi,KSA,658.0,Herring Ltd Ltd,2436.0,,Fashion,172.0,,10230.0,21325.0,32751.0,41293.0,52290.0,62779.0,2026-08-06,,,15.0,Card,Completed,Completed,Warehouse A
1235.0, Holly Turner ,,12345,Qetta,Pakstan,558.0,Thomas-Jones,2321.0,,Furniture,124.0,,12972.0,20794.0,32766.0,40010.0,51907.0,60050.0,2025-08-31,1.0,201840.02,10.0,Cheque,Pending,,Warehouse C
1281.0,Katherine Fleming, sharon51@example.com ,653.309.9308,Karachi,PAKISTAN,581.0,"West, Valdez and Kim",2385.0,PROFESSOR,Fashion,144.0,,11639.0,20326.0,32279.0,41282.0,52022.0,62508.0,2025-04-12,-7.0,,,Cheque,Pending,Pending,Warehouse A
1326.0,, hawkinsmark@example.net ,545.384.0920,Peshawar,U.A.E,687.0,,2018.0,Tough,Medical,165.0,,10451.0,21516.0,31022.0,41029.0,50481.0,60857.0,,-2.0,232279.82,,Cheque,Pending,Pending,
1104.0, Spencer Garcia ,,(856)209-6062x2216,,Pakstan,562.0,,2133.0,Reason,Furniture,104.0,MELVIN LEWIS,12220.0,22585.0,30646.0,40596.0,51246.0,60396.0,2027-04-14,4.0,131227.79,10.0,Cash,Cancelled,Completed,
,Jeffrey Austin,,12345,Karachi,Pakstan,,Schmitt-Baker,2102.0,NO,Fashion,108.0,Kimberly Wright,11868.0,20209.0,31497.0,42782.0,,62391.0,2026-06-09,-4.0,220828.63,0.0,Cash,Completed,Completed,Warehouse A
1417.0,William Bryant,invalid_email,+926933859061,,,642.0,"Bautista, Campbell and Salazar Ltd",2253.0,,Fashion,172.0,JENNIFER WILLIAMS,10210.0,20730.0,31144.0,41162.0,51715.0,,2027-07-25,35.0,,0.0,Card,Completed,Processing,Warehouse C
1377.0,,AUSTINJONES@EXAMPLE.NET,+923754702956,Islamabad ,pakistan,685.0,Pierce-Kennedy,2447.0,,Electronics,130.0,,10717.0,21934.0,,,51321.0,,2027-04-25,38.0,1042.97,,Cheque,Processing,Processing,Warehouse A
1229.0,CHARLES REYES,stephaniemorenoexample.org,+922156130988,Peshawar,United Arab Emirates,644.0,Smith Inc Ltd,2257.0,SERIOUS,Office,173.0,,12581.0,22245.0,31712.0,42207.0,50496.0,62161.0,2026-10-04,-10.0,308134.4,0.0,Card,Processing,Processing,Warehouse C
1445.0,robert brown,invalid_email,+924677942534,,Pakstan,697.0,,2471.0,Pm,Food,158.0,Stephen Donovan,12759.0,22024.0,30485.0,40919.0,52922.0,60832.0,2025-04-14,-5.0,252829.41,0.0,Bank Transfer,Cancelled,Pending,
1044.0,michael doyle, campbelljanice@example.com ,12345,Karachi,Pakistan,581.0,,2080.0,,Furniture,151.0,,12083.0,21686.0,31680.0,41993.0,51560.0,61505.0,2027-03-07,53.0,,5.0,,Cancelled,Cancelled,Warehouse A
1405.0,David Wright, vhall@example.com ,,Islamabad ,PAKISTAN,558.0,,2038.0,ANYTHING,Furniture,180.0,ADRIAN GREEN,12876.0,21947.0,32803.0,41911.0,50464.0,62814.0,2027-02-20,,258.09,10.0,Cheque,Cancelled,Processing,
1445.0, Garrett Newton ,,202.935.6912,Peshwar,Pakstan,519.0,,2000.0,MANAGEMENT,Office,117.0,,11283.0,21614.0,30985.0,,50712.0,60131.0,2025-12-11,18.0,491539.34,,Cash,Completed,Processing,
1431.0,melissa lucas,,12345,karachi,Saudi Arabia,621.0,,2171.0,WHOM,Electronics,143.0,Elizabeth Hayes,12653.0,20410.0,30766.0,41466.0,51254.0,60666.0,2027-01-28,60.0,,20.0,Cash,Processing,Processing,Warehouse C
1340.0,tammy roth,mooresueexample.com,+926929897032,Quetta,United Arab Emirates,577.0,,2489.0,AND,Electronics,101.0,,10867.0,20778.0,30480.0,41961.0,50993.0,62849.0,,-4.0,320831.72,15.0,Bank Transfer,Pending,Cancelled,
1004.0,LORI OWENS,,+924557574363,Islamabad ,,514.0,Levine LLC,2240.0,,Food,171.0,,12295.0,20495.0,32590.0,,51395.0,60992.0,2025-02-20,23.0,,15.0,Cheque,Completed,Pending,
1554.0,NATASHA WEISS,invalid_email,246-221-2700,Qetta,Pakstan,,,2326.0,,Electronics,107.0,,12091.0,21121.0,32651.0,42152.0,50704.0,,,2.0,2359.36,5.0,Card,Processing,Processing,Warehouse B
1316.0,Felicia Serrano,wolfkristieexample.net,+928137047236,Karachi,,535.0,,2350.0,GOAL,IT,132.0,,11933.0,20525.0,31231.0,40613.0,51820.0,60061.0,2027-06-22,-2.0,,10.0,Cash,Cancelled,Cancelled,Warehouse B
1188.0,, carlos35@example.net ,259-896-5002x62676,karachi,,,Le Inc,2381.0,,Medical,100.0,,10708.0,20963.0,32251.0,41797.0,50665.0,62114.0,2027-04-10,-1.0,,,Cash,Processing,Cancelled,Warehouse B
1561.0,James Robinson,,,Peshawar,PAKISTAN,606.0,,2240.0,DETERMINE,Medical,110.0,RANDY JOHNSON,10470.0,20064.0,30481.0,42056.0,51897.0,61909.0,2026-05-19,100.0,1218.52,20.0,Online,Processing,Cancelled,
1267.0,Michael Scott,ksawyer@example.net,+921538632931,,UAE,590.0,Miller Ltd Ltd,2252.0,ARGUE,Fashion,110.0,Adam Nguyen,,22912.0,32980.0,40124.0,52144.0,62708.0,,,360603.82,5.0,Bank Transfer,Completed,Cancelled,
1559.0,thomas lewis,ifisherexample.net,,karachi,UAE,517.0,Todd PLC Ltd,2435.0,PUT,Medical,101.0,KAITLYN SMITH,12466.0,20204.0,31422.0,41736.0,51409.0,,,-4.0,,0.0,Cash,,Processing,Warehouse A
1495.0,kimberly love,,,Karachi,PAKISTAN,615.0,"Torres, Harris and Brown Ltd",2305.0,REALLY,Furniture,101.0,,11398.0,20996.0,31238.0,,50849.0,62271.0,2027-03-08,88.0,140723.64,0.0,Cash,Pending,Cancelled,Warehouse B
1215.0,nicholas richardson,invalid_email,+927652264884,Lahore,UAE,691.0,Terrell Ltd,2379.0,Continue,Medical,144.0,,10867.0,21690.0,32645.0,42099.0,50583.0,60659.0,2025-12-03,,4175.39,15.0,Bank Transfer,Cancelled,Pending,Warehouse B
1476.0,, prattkatrina@example.net ,,Islamabad,,510.0,,,SHOULD,Office,107.0,Thomas Jones,12141.0,20221.0,31668.0,40973.0,52400.0,60564.0,2025-11-23,85.0,174409.66,15.0,Online,Cancelled,Completed,Warehouse B
1214.0,MICHAEL NGUYEN, kevin89@example.net ,(703)565-2754x4677,Karachi,PAKISTAN,693.0,Murphy-Perez,2287.0,Type,Furniture,162.0,JESSICA WILLIAMS,12234.0,22047.0,31282.0,42670.0,50965.0,61318.0,2026-08-14,,,0.0,Cash,Processing,Processing,Warehouse B
1548.0,aaron wright,,,Qetta,,679.0,May Ltd,2110.0,,Food,124.0,KATHERINE WELLS,10780.0,,31628.0,41927.0,52412.0,60689.0,2025-09-24,-7.0,,0.0,Online,Completed,Completed,
,judy garcia,joelsantosexample.net,533.943.5784x3729,,UAE,679.0,,2183.0,,IT,166.0,JESSE HODGE,12296.0,22085.0,31065.0,42641.0,52826.0,60071.0,2026-01-13,-2.0,872.28,0.0,Card,Cancelled,Processing,Warehouse A
1057.0,Lauren Ross,,,Peshwar,United Arab Emirates,643.0,Morris-Perez Ltd,2026.0,Investment,Electronics,137.0,Stacy Martinez,11562.0,21645.0,30392.0,42528.0,51683.0,60954.0,,77.0,285683.64,20.0,Cash,Pending,Pending,
1224.0,teresa bell,,12345,Quetta,U.A.E,612.0,,2176.0,,Fashion,157.0,Karen Russell,12314.0,20638.0,32014.0,40234.0,52919.0,62071.0,2027-07-06,48.0,252207.64,,Cash,Processing,Processing,Warehouse A
1029.0,paige coleman,dwilliamsexample.com,+923479690385,Peshawar,Saudi Arabia,688.0,"Martin, Mcbride and Gregory",2314.0,FACE,Medical,125.0,MARGARET BARNETT,11841.0,22425.0,31759.0,41592.0,50018.0,62886.0,2026-03-03,-4.0,3764.1,20.0,Bank Transfer,Processing,Processing,
1427.0,ALICIA MITCHELL,,874-974-7574,,PAKISTAN,570.0,,2158.0,,IT,124.0,,10168.0,22373.0,32130.0,42874.0,51406.0,62508.0,,-7.0,417010.23,5.0,Bank Transfer,Processing,Cancelled,Warehouse A
1555.0,Joseph Dillon,,534-342-7295x553,,United Arab Emirates,652.0,,2360.0,HOSPITAL,Office,178.0,,11130.0,22132.0,32153.0,41470.0,51744.0,61599.0,2027-03-30,,2855.36,15.0,Card,Cancelled,Cancelled,
1444.0,Todd Robinson, zacharyperry@example.com ,(655)545-2524,Lahore ,Saudi Arabia,673.0,Kelley Group,2109.0,COUNTRY,Fashion,115.0,WILLIAM GOULD,11156.0,20492.0,32879.0,40854.0,52762.0,60411.0,2026-12-12,92.0,3089.77,,Cheque,Pending,Processing,
1589.0,,ROBERTHALL@EXAMPLE.ORG,(511)960-1855,karachi,KSA,587.0,,,AWAY,IT,165.0,JACK HERMAN,11613.0,21389.0,31549.0,40449.0,51033.0,60088.0,2027-05-17,-4.0,205271.43,20.0,Cheque,Completed,Pending,Warehouse A
1314.0, Omar Deleon ,,+928100729437,Lahore ,pakistan,637.0,,2320.0,,Medical,106.0,,,20863.0,30900.0,42463.0,51554.0,62465.0,2027-06-05,90.0,120613.36,,Cash,Processing,Cancelled,Warehouse A
1470.0,mr. hector bush, sheri60@example.com ,,,U.A.E,512.0,Roberts PLC,,LAY,,171.0,ERIC TOWNSEND,10602.0,21870.0,31770.0,40038.0,52369.0,62625.0,2024-09-18,,,5.0,Online,Processing,Pending,Warehouse C
1307.0,CHRISTOPHER BOWMAN, michaelwhitehead@example.org ,,Islamabad,,546.0,"Mclaughlin, Peterson and Brown",2419.0,REALLY,Food,105.0,,11490.0,21177.0,30471.0,40155.0,51515.0,62499.0,,-9.0,2665.55,20.0,Bank Transfer,Pending,Processing,
1344.0,,,,karachi,PAKISTAN,511.0,Crawford and Sons,2288.0,Piece,Fashion,113.0,KEVIN STEWART,10888.0,21530.0,32706.0,41913.0,52892.0,62701.0,2024-11-16,72.0,2354.98,15.0,Cash,Cancelled,Pending,
1596.0, Andrew Palmer ,,,Peshawar,Saudi Arabia,,,2156.0,,Medical,131.0,DANIEL GONZALEZ,10736.0,22810.0,32633.0,40253.0,51703.0,62268.0,,-5.0,312208.46,20.0,Cash,Pending,Completed,Warehouse B
1376.0,MEREDITH WILLIAMS, johnsonbrandon@example.com ,+923282942710,Peshawar,Saudi Arabia,573.0,,2178.0,,Furniture,143.0,Daniel Garrett,10468.0,20524.0,30771.0,40148.0,50068.0,61659.0,2024-10-14,48.0,2577.06,10.0,Card,Completed,,Warehouse B
1066.0, Mrs. Sheila Roberts DDS ,CAROL75@EXAMPLE.ORG,+922431478936,Qetta,Saudi Arabia,,Dunn Ltd,2380.0,,Medical,108.0,John Russell,10360.0,22379.0,32597.0,41672.0,52917.0,60673.0,2026-09-06,73.0,2656.76,0.0,Card,Pending,Pending,
1386.0,TRAVIS MCCLURE,,+926239384745,,Pakstan,637.0,"Howell, Gutierrez and Baldwin",2500.0,PRODUCT,IT,172.0,Matthew Russell,11587.0,22429.0,32091.0,41978.0,50089.0,60886.0,,,3899.25,,Card,Completed,Pending,
1065.0,Joshua Grant, william81@example.com ,,Lahore,KSA,679.0,Fernandez-Smith Ltd,2421.0,,Office,137.0,Karen Franklin,12059.0,22215.0,31304.0,40358.0,51107.0,61390.0,2027-06-14,-10.0,2015.74,0.0,Bank Transfer,Completed,Pending,Warehouse C
1347.0,,maldonadojason@example.com,12345,Quetta,U.A.E,558.0,"Nichols, Higgins and Roberts",2256.0,CHARACTER,Food,143.0,,12563.0,21281.0,31973.0,41097.0,50714.0,60374.0,,,1613.22,,Cheque,Completed,Cancelled,Warehouse B
1318.0, Timothy Gibson ,rmyersexample.net,,Lahore ,KSA,560.0,Williams and Sons,2421.0,Federal,Fashion,175.0,,12924.0,20690.0,30399.0,40428.0,52405.0,60752.0,2026-10-15,14.0,,0.0,,Cancelled,Processing,Warehouse A
1255.0, Sheena Harper , znorton@example.net ,12345,Islamabad ,U.A.E,683.0,,2110.0,Child,Food,143.0,MEGAN CHANG DDS,12977.0,22811.0,30362.0,42151.0,51723.0,60578.0,,-7.0,,5.0,Cash,Completed,Pending,Warehouse B
1368.0,,mbrown@example.com,,Islamabad,KSA,566.0,,,,IT,154.0,,10219.0,22177.0,30861.0,42191.0,51481.0,62819.0,2025-10-22,,,10.0,Online,Processing,Processing,
1266.0,william fleming,,+927890397225,Peshawar,Pakistan,651.0,Parks-Flynn,2236.0,Work,Medical,102.0,TOM BENITEZ,10544.0,21054.0,31585.0,40138.0,50428.0,60887.0,2026-10-31,-4.0,3539.16,5.0,Online,Completed,Pending,
1302.0, Luis Villegas ,invalid_email,+923066520387,Lahore ,pakistan,695.0,,2082.0,Play,Office,145.0,Danielle Gordon,10255.0,20348.0,30631.0,40545.0,52350.0,60476.0,2027-01-24,-4.0,,20.0,Card,Pending,Completed,Warehouse A
1086.0,Allison Hill DDS,,,Karachi,U.A.E,616.0,,2350.0,,Food,132.0,,12682.0,22059.0,32006.0,,,60383.0,,,2203.15,5.0,Online,Completed,Cancelled,Warehouse B
1360.0,,,+929765487317,Quetta,PAKISTAN,645.0,,2438.0,,Fashion,151.0,JENNIFER CAIN,11071.0,22213.0,31953.0,40129.0,50771.0,60554.0,,,,20.0,Bank Transfer,,Pending,Warehouse A
1232.0, Diana Young ,invalid_email,+921893263554,,Pakstan,524.0,"Walker, Price and Barr Ltd",2495.0,FEDERAL,IT,132.0,Charles Holt,12304.0,20012.0,32956.0,42271.0,50838.0,61715.0,,,2563.0,10.0,Card,Cancelled,Processing,
1038.0,,,12345,karachi,pakistan,,"Martin, Mason and Mullen Ltd",2298.0,,IT,126.0,,11410.0,20408.0,31884.0,41053.0,50409.0,60734.0,,52.0,342.55,5.0,Bank Transfer,Pending,Completed,
1284.0,STEVEN OWENS,,,Lahore ,United Arab Emirates,599.0,Schaefer Ltd,2473.0,,Medical,168.0,Rebecca Park,11936.0,22145.0,31896.0,42819.0,50463.0,60985.0,2024-08-13,79.0,,5.0,Cash,Processing,Processing,
1550.0, Dawn Olson MD ,allenlance@example.net,,Lahore,UAE,522.0,Ford PLC,2248.0,Ball,,152.0,,10989.0,20088.0,32722.0,40434.0,52435.0,62684.0,,96.0,1745.49,20.0,Online,Pending,Completed,
1218.0,kelly johnson,,12345,karachi,United Arab Emirates,,"Shaffer, Martinez and Wheeler Ltd",2094.0,Share,,156.0,Ashley Horton,11572.0,21310.0,30886.0,41210.0,52212.0,,,,,,Cash,Cancelled,Cancelled,Warehouse C
